,CAD.USD,GBP.USD,EUR.USD,CHF.USD,JPY.USD
1,,,,,
2,-0.04408278600402888,1.234488134924816,2.0160635974811356,1.9375687298255657,0.5008022058026899
3,-0.35861949678014504,-0.28770146923103823,0.19968202013313502,0.31715263723784515,-1.6493969911663793
4,0.21762127455585567,0.38377989797177386,0.048542039151755714,0.01146625903316538,-0.7565932544434266
5,-0.7202514106651964,0.22790492112957006,-0.06268410747529075,-0.025440385219106416,-0.771867115539395
6,0.290188583595666,-0.549039843096317,-0.24240092008340666,-0.6051163087747008,0.03678471041279552
7,-0.1304643478111041,0.1476769859757223,0.07788816630474135,0.07231098253735219,0.11035994167516222
8,0.11245382788551367,0.01694931442792321,-0.0612803699323857,-0.000546593269123576,0.11541467793942818
9,0.02816191890473618,-0.21476461075111544,-0.3678723448593512,-0.26650404007764156,-0.07858504298888913
10,-0.10999717747560112,0.7409313286998096,0.8180060743202618,0.6745428622609931,-0.8169377436909068
11,0.27268332367113124,-0.1446410624814557,-0.36864025961660163,-0.3116038032161771,0.22597697842127284
12,0.18209039600623758,-0.07722292043980819,-0.46410554996710557,-0.6129838535912668,-0.17089074694997763
13,0.013233618074761429,-0.7059075049385795,-1.035887075176116,-1.1657321186670562,0.34659423865506706
14,-0.008081529972660425,0.16588308291456424,0.11408428425374256,0.005394965525306994,-0.29254301019702406
15,-0.031539229709768614,-0.022746443178739265,0.019716241877455958,0.04855597586343316,0.18859078241698937
16,0.015635938735859375,-0.1715567662640496,-0.27477692941374404,-0.16376554718682887,0.9572032845797926
17,-0.0333871679440257,0.326288759276369,0.21072274940506894,0.30595864064550593,-0.9272585402138023
18,-0.10037070505895297,0.3629514676673274,-0.12024436452977214,-0.16241763896534575,0.4320446190348681
19,0.3297081876566783,0.5549344851492478,0.5010059849340545,0.6363660338461239,0.028425299970053282
20,0.37646208605974285,-0.4209578446563388,-0.8830608785862517,-0.8514034948275138,0.4630142723384165
21,-0.05590953992100489,0.0499548708928522,0.11077839224823988,0.09270342167992571,-0.05700533679412069
22,-0.002549521056342299,-0.0023702447907059166,-0.005706624542852337,-0.000546593269123576,-0.4234001343668415
23,-0.13223251817448353,0.13101967820692284,-0.2732452690137295,-0.22404595469951397,-0.33738452867441304
24,0.4179233952902012,-0.4181591826569435,-0.47374656785170743,-0.6776953186671587,-0.2645810502526147
25,-0.11140039672165233,-0.29550765146211055,0.11745605495712325,0.16459935292065292,0.34887780800469315
26,0.19167560346355905,0.05124058723076243,-1.3703437547983541,-1.3626651786827975,0.4781013694006472
27,-0.7438842184300918,-1.197205667160992,-0.9731374112397997,-0.9642270598203047,-1.91124345770955
28,-0.012487385709238241,0.1967203494282769,0.1931791853602761,0.13475092478166226,0.30194735607303214
29,0.08266588086325752,-0.008545371380797034,8.896316916657057e-05,0.23055277946114658,-0.0031767330889860288
30,0.03162815064774181,-0.2360114839066827,-0.7030515022050201,-0.604727272599693,-0.3123907736054033
31,-0.12368917729575213,0.036698540251037214,0.27005001267814976,0.1349622988419968,-0.3069786041588958
32,0.5330621606224104,-0.46043276413455514,0.39074171061521007,0.23979640444680558,-0.38387321204734937
33,-0.2271312747178167,-0.572835916969229,1.398200515209152,1.6869273367388935,0.6369348842362239
34,0.0752557273743027,-0.28275827642289153,-1.0149954629407132,-0.9049160534353129,0.36736619488055605
35,-0.05311066109667086,0.06223534258855227,0.2622207258803796,0.16505697403448688,-0.23948355291973028
36,0.10385558816665177,-0.03378714708414111,-0.027769516934477444,0.05497133581296891,0.1590789946322427
37,-0.49061166586912386,0.3925521978970107,-0.3918462445001787,-0.40016910530076333,-1.3471167269221171
38,0.14470005644736603,0.878156559361275,0.6825602938021818,0.5709393185548005,-0.5701866497974587
